,location,company_name,job_title,summary
801,London,CGI,Trade Finance and Supply Chain Business Analyst,"Alongside a competitive salary, we offer you access to our share scheme (3% + 3% matching) making you a member not just an employee."
802,London,Harrington Starr,PMO Project Analyst,"PMO/Project Analyst - £45,000 - £50,000 plus excellent benefits.
My client would prefer to see people who are available immediately and the vital skills are…"
803,London,KennedyPearce Consulting,Finance Analyst,"Their company values are, emphasis on internal progression, providing quality training for their staff and flexible working if and when required."
804,London EC4A 2BB,Shawpoint,M&A/Corporate Finance VP,"O 6+ years of M&A/corporate finance experience, with a top-tier investment bank, boutique or M&A/Transaction Services team within a Big 4 accountancy firm."
805,London EC4A 2BB,Capital Index,Junior KYC and On-boarding Analyst,"Be available to support regular seminars offered by Partner companies and assist with account opening queries via chat, telephone and email."
806,London,Watches2U,Finance Manager,UK based £10m+ multinational ecommerce business seeking a qualified Financial Accountant to manage all the financial and accounting activities of the business.
807,London,Tradeweb,Financial Accountant,"Working with the finance operations team to ensure correct cash application.
Provide assistance in various finance projects which drive automation and…"
808,North London,TikTok,Accounts Payable Specialist,"Review and approve payment requests from global vendors on a daily basis.
Review the financial terms of global contracts.
Answer employees questions on AP."
809,Woking,Millennium Management,Accounts Payable Specialist,"Additionally the candidate will support local accountants with month end finance activities as required (fixed assets, banks recs, intercompany, accruals &…"
810,London,Goldman Sachs,"Securities, Portfolio Analytics Strat, VP, London","6 or more years of programming experience, preferably in finance.
We help them buy and sell financial products on exchanges around the world, raise funding, and…"
811,London,Goldman Sachs,MBD - Corporate Equity - Associate - London,We pursue a strategy focused on long-term capital appreciation by committing to high-quality companies with strong management teams and actively supporting…
812,Harpenden,Intercontinental Exchange,Counterparty AML Analyst,Review AML/KYC Due Diligence on a range of counterparties with different legal structures and in various jurisdictions.
813,London,Legal & General Group Plc.,Portfolio Manager,"Ideally to have experience either in corporate finance advisory/ financial due diligence or investment management environment.
Investee Scale Up activity."
814,London EC4A 2BB,Goldman Sachs,"Executive Office, Government Affairs, Analyst, London","Monitoring political, policy and regulatory developments which may impact the firm or key clients.
Preparing briefings and presentations for internal…"
815,Bloomsbury,British Museum,Finance Officer: Payables,"We are looking for candidates who are part qualified and working towards, or have obtained, an accounting qualification (e.g. ACCA/ACA/CIMA) with a high level…"
816,Holborn,Tempo,Accounts Assistant,"Your role will include taking ownership of bank reconciliations, managing the upload of invoices into Xero, managing external vendors by providing remittances…"
817,London,Bluebox Corporate Finance,Corporate Finance Analyst,"The successful applicant will have the desire to work in Corporate Finance and ultimately study for the CFA.
Attending potential client pitches, taking minutes,…"
818,London E1W 1YW,St Mungo's,Finance Business Partner - Capital,Be CCAB qualified and will have played a significant role in the preparation of capital investment models for a provider of low margin services.
819,London,Vodafone,Commercial Finance Analyst,Leading the S15 accounting/reporting for the indirect channels and owning the indirect assumption into the UK’s channel profitability programme to better…
820,London,CITI,"Investment Banking, Summer Associate, London (Europe, Middle East and Africa)","In addition to traditional investment banking advising Corporate Clients in mergers & acquisitions, divestitures, financial restructurings, takeover defense,…"
821,London,KennedyPearce Consulting,Payroll and Finance Assistant,"Dealing with internal staff payroll queries.
Payroll (70%) and Finance Assistant (30%) position available for a candidate on a short term notice."
822,London,Greenwich Partners,"Trainee equity research analyst, European Pharmaceuticals, major bank",The role will work with one of the most successful teams and work with the senior analysts on writing equity research for their hedge funds and asset management…
823,East London,Essential Employment,Finance Officer,"This is working full time hours on a temporary basis.
The ideal person will have SAPand LA experience."
824,London,Aston Charles,Junior/ Trainee Financial Adviser - London,"Ongoing mentoring – hands on support to ensure long-term success.
Marketing support – providing a regular, sustained flow of new clients and business…"
